Retailer,Product ID,City,Category,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
Foot Locker,OFF-ST-10001490,Seattle,Women's Athletic Footwear,$38.00 ,175,"$6,650 ","$2,660 ",40%
Foot Locker,OFF-BI-10000605,Miami,Men's Apparel,$50.00 ,195,"$9,750 ","$4,875 ",50%
Foot Locker,OFF-PA-10004255,Miami,Women's Apparel,$41.00 ,247,"$10,127 ","$6,279 ",62%
Foot Locker,FUR-FU-10000023,Miami,Men's Street Footwear,$43.00 ,319,"$13,717 ","$7,819 ",57%
Foot Locker,OFF-BI-10000285,Miami,Men's Athletic Footwear,$43.00 ,195,"$8,385 ","$4,109 ",49%
Foot Locker,OFF-AR-10000588,Miami,Women's Street Footwear,$32.00 ,240,"$7,680 ","$2,918 ",38%
West Gear,OFF-PA-10002250,Miami,Women's Athletic Footwear,$38.00 ,169,"$6,422 ","$2,826 ",44%
Foot Locker,OFF-AP-10002457,Miami,Men's Apparel,$53.00 ,218,"$11,554 ","$5,546 ",48%
Foot Locker,OFF-FA-10002763,Miami,Women's Apparel,$41.00 ,221,"$9,061 ","$5,890 ",65%
Foot Locker,TEC-AC-10000109,Miami,Men's Street Footwear,$41.00 ,268,"$10,988 ","$6,593 ",60%
Foot Locker,TEC-PH-10002415,Miami,Men's Athletic Footwear,$42.00 ,225,"$9,450 ","$4,536 ",48%
Foot Locker,FUR-CH-10000785,Miami,Women's Street Footwear,$32.00 ,217,"$6,944 ","$2,430 ",35%
Foot Locker,TEC-CO-10001449,Miami,Women's Athletic Footwear,$36.00 ,175,"$6,300 ","$2,520 ",40%
Foot Locker,OFF-BI-10001670,Miami,Men's Apparel,$53.00 ,182,"$9,646 ","$4,437 ",46%
Foot Locker,OFF-ST-10001328,Miami,Women's Apparel,$42.00 ,225,"$9,450 ","$6,048 ",64%
Foot Locker,OFF-SU-10001225,Miami,Men's Street Footwear,$42.00 ,256,"$10,752 ","$6,236 ",58%
Foot Locker,OFF-PA-10000357,Miami,Men's Athletic Footwear,$41.00 ,210,"$8,610 ","$4,305 ",50%
West Gear,OFF-ST-10000046,Miami,Women's Street Footwear,$32.00 ,203,"$6,496 ","$2,598 ",40%
West Gear,FUR-FU-10000023,Miami,Women's Athletic Footwear,$38.00 ,189,"$7,182 ","$3,232 ",45%
West Gear,OFF-ST-10003455,Miami,Men's Apparel,$52.00 ,196,"$10,192 ","$4,586 ",45%
West Gear,OFF-ST-10000876,Miami,Women's Apparel,$44.00 ,208,"$9,152 ","$5,491 ",60%
West Gear,OFF-AR-10003582,Miami,Men's Street Footwear,$52.00 ,300,"$15,600 ","$8,736 ",56%
West Gear,OFF-ST-10004258,Miami,Men's Athletic Footwear,$54.00 ,194,"$10,476 ","$5,238 ",50%
West Gear,FUR-FU-10000719,Miami,Women's Street Footwear,$47.00 ,188,"$8,836 ","$3,269 ",37%
West Gear,OFF-LA-10001297,Miami,Women's Athletic Footwear,$49.00 ,175,"$8,575 ","$3,687 ",43%
West Gear,FUR-FU-10000723,Miami,Men's Apparel,$58.00 ,196,"$11,368 ","$5,343 ",47%
West Gear,FUR-BO-10003893,Miami,Women's Apparel,$64.00 ,248,"$15,872 ","$10,158 ",64%
West Gear,OFF-ST-10000736,Miami,Men's Street Footwear,$55.00 ,290,"$15,950 ","$9,411 ",59%
West Gear,OFF-ST-10000736,Miami,Men's Athletic Footwear,$54.00 ,206,"$11,124 ","$5,451 ",49%
West Gear,OFF-AR-10003373,Miami,Women's Street Footwear,$49.00 ,208,"$10,192 ","$3,567 ",35%
West Gear,OFF-AR-10000390,Miami,Women's Athletic Footwear,$47.00 ,217,"$10,199 ","$4,080 ",40%
West Gear,OFF-AR-10001725,Miami,Men's Apparel,$62.00 ,233,"$14,446 ","$7,079 ",49%
West Gear,TEC-CO-10001943,Miami,Women's Apparel,$63.00 ,259,"$16,317 ","$10,606 ",65%
West Gear,OFF-EN-10002312,Miami,Men's Street Footwear,$60.00 ,299,"$17,940 ","$10,764 ",60%
West Gear,OFF-BI-10000831,Miami,Men's Athletic Footwear,$57.00 ,225,"$12,825 ","$5,900 ",46%
West Gear,FUR-CH-10000749,Miami,Women's Street Footwear,$50.00 ,215,"$10,750 ","$3,978 ",37%
West Gear,OFF-BI-10002003,Miami,Women's Athletic Footwear,$53.00 ,233,"$12,349 ","$5,310 ",43%
West Gear,TEC-MA-10001972,Miami,Men's Apparel,$61.00 ,208,"$12,688 ","$6,217 ",49%
West Gear,FUR-CH-10000225,Miami,Women's Apparel,$67.00 ,244,"$16,348 ","$10,626 ",65%
West Gear,OFF-PA-10001622,Miami,Men's Street Footwear,$60.00 ,304,"$18,240 ","$10,397 ",57%
West Gear,FUR-CH-10004983,Miami,Men's Athletic Footwear,$55.00 ,252,"$13,860 ","$6,237 ",45%
West Gear,OFF-PA-10003228,Miami,Women's Street Footwear,$53.00 ,231,"$12,243 ","$4,530 ",37%
Foot Locker,OFF-SU-10004498,Miami,Women's Athletic Footwear,$44.00 ,233,"$10,252 ","$4,101 ",40%
Foot Locker,OFF-PA-10001878,Miami,Men's Apparel,$52.00 ,225,"$11,700 ","$5,265 ",45%
Foot Locker,OFF-PA-10002923,Miami,Women's Apparel,$56.00 ,278,"$15,568 ","$9,496 ",61%
Foot Locker,OFF-PA-10001838,Miami,Men's Street Footwear,$53.00 ,284,"$15,052 ","$8,279 ",55%
Foot Locker,OFF-ST-10003123,Miami,Men's Athletic Footwear,$46.00 ,255,"$11,730 ","$5,279 ",45%
Sports Direct,OFF-FA-10001332,Miami,Women's Street Footwear,$41.00 ,225,"$9,225 ","$3,413 ",37%
Sports Direct,OFF-ST-10003442,Miami,Women's Athletic Footwear,$42.00 ,210,"$8,820 ","$3,793 ",43%
Sports Direct,OFF-AR-10001468,Miami,Men's Apparel,$50.00 ,210,"$10,500 ","$5,250 ",50%
Sports Direct,OFF-AP-10003266,Miami,Women's Apparel,$55.00 ,223,"$12,265 ","$7,727 ",63%
Sports Direct,OFF-PA-10002230,Miami,Men's Street Footwear,$56.00 ,270,"$15,120 ","$9,072 ",60%
Sports Direct,OFF-AP-10003622,Miami,Men's Athletic Footwear,$47.00 ,215,"$10,105 ","$4,547 ",45%
Sports Direct,TEC-AC-10001542,Miami,Women's Street Footwear,$47.00 ,203,"$9,541 ","$3,721 ",39%
Sports Direct,FUR-CH-10002965,Miami,Women's Athletic Footwear,$45.00 ,182,"$8,190 ","$3,604 ",44%
Sports Direct,OFF-ST-10000563,Miami,Men's Apparel,$57.00 ,189,"$10,773 ","$5,387 ",50%
Sports Direct,OFF-LA-10002787,Miami,Women's Apparel,$59.00 ,223,"$13,157 ","$8,552 ",65%
Sports Direct,OFF-BI-10004022,Miami,Men's Street Footwear,$56.00 ,244,"$13,664 ","$7,925 ",58%
Sports Direct,OFF-LA-10001158,Miami,Men's Athletic Footwear,$49.00 ,224,"$10,976 ","$5,268 ",48%
Sports Direct,FUR-FU-10000076,Miami,Women's Street Footwear,$46.00 ,224,"$10,304 ","$3,812 ",37%
Sports Direct,TEC-AC-10002335,Miami,Women's Athletic Footwear,$49.00 ,202,"$9,898 ","$4,355 ",44%
Sports Direct,OFF-BI-10002827,Miami,Men's Apparel,$64.00 ,195,"$12,480 ","$6,240 ",50%
Sports Direct,FUR-BO-10001601,Miami,Women's Apparel,$64.00 ,213,"$13,632 ","$8,179 ",60%
Sports Direct,OFF-ST-10001932,Miami,Men's Street Footwear,$63.00 ,323,"$20,349 ","$11,395 ",56%
Sports Direct,OFF-AP-10001005,Miami,Men's Athletic Footwear,$51.00 ,254,"$12,954 ","$6,088 ",47%
Sports Direct,TEC-PH-10004042,Miami,Women's Street Footwear,$52.00 ,248,"$12,896 ","$4,772 ",37%
Sports Direct,TEC-PH-10001079,Miami,Women's Athletic Footwear,$54.00 ,209,"$11,286 ","$4,853 ",43%
Foot Locker,FUR-FU-10002918,Miami,Men's Apparel,$60.00 ,202,"$12,120 ","$5,939 ",49%
Foot Locker,FUR-FU-10003832,Miami,Women's Apparel,$64.00 ,219,"$14,016 ","$8,830 ",63%
Foot Locker,OFF-BI-10001617,Miami,Men's Street Footwear,$33.00 ,131,"$4,323 ","$1,945 ",45%
Foot Locker,OFF-ST-10000736,Miami,Men's Athletic Footwear,$33.00 ,65,"$2,145 ",$858 ,40%
Foot Locker,TEC-AC-10004877,Miami,Women's Street Footwear,$24.00 ,63,"$1,512 ",$665 ,44%
Foot Locker,OFF-ST-10003221,Miami,Women's Athletic Footwear,$29.00 ,26,$754 ,$339 ,45%
Foot Locker,OFF-BI-10003007,Minneapolis,Men's Apparel,$43.00 ,39,"$1,677 ",$755 ,45%
Foot Locker,OFF-FA-10000936,Minneapolis,Women's Apparel,$32.00 ,65,"$2,080 ","$1,165 ",56%
Foot Locker,TEC-PH-10003811,Minneapolis,Men's Street Footwear,$32.00 ,135,"$4,320 ","$1,944 ",45%
Foot Locker,FUR-TA-10004152,Minneapolis,Men's Athletic Footwear,$34.00 ,38,"$1,292 ",$581 ,45%
Foot Locker,FUR-BO-10002853,Minneapolis,Women's Street Footwear,$25.00 ,56,"$1,400 ",$588 ,42%
Foot Locker,OFF-BI-10002071,Minneapolis,Women's Athletic Footwear,$27.00 ,20,$540 ,$254 ,47%
Foot Locker,OFF-FA-10000053,Minneapolis,Men's Apparel,$41.00 ,44,"$1,804 ",$740 ,41%
Foot Locker,TEC-PH-10001305,Minneapolis,Women's Apparel,$34.00 ,65,"$2,210 ","$1,216 ",55%
Foot Locker,OFF-BI-10001525,Minneapolis,Men's Street Footwear,$39.00 ,116,"$4,524 ","$2,262 ",50%
Foot Locker,FUR-FU-10001876,Minneapolis,Men's Athletic Footwear,$38.00 ,35,"$1,330 ",$532 ,40%
Foot Locker,TEC-AC-10003628,Minneapolis,Women's Street Footwear,$29.00 ,53,"$1,537 ",$692 ,45%
Foot Locker,FUR-CH-10004860,Minneapolis,Women's Athletic Footwear,$32.00 ,7,$224 ,$112 ,50%
Foot Locker,OFF-PA-10000357,Minneapolis,Men's Apparel,$47.00 ,19,$893 ,$375 ,42%
Foot Locker,OFF-PA-10003270,Minneapolis,Women's Apparel,$38.00 ,47,"$1,786 ",$982 ,55%
Foot Locker,OFF-BI-10000320,Minneapolis,Men's Street Footwear,$36.00 ,120,"$4,320 ","$2,030 ",47%
Foot Locker,FUR-CH-10003846,Minneapolis,Men's Athletic Footwear,$38.00 ,28,"$1,064 ",$447 ,42%
Foot Locker,FUR-CH-10004875,Minneapolis,Women's Street Footwear,$29.00 ,26,$754 ,$332 ,44%
Foot Locker,FUR-CH-10003817,Minneapolis,Women's Athletic Footwear,$32.00 ,7,$224 ,$112 ,50%
Foot Locker,FUR-FU-10002116,Minneapolis,Men's Apparel,$47.00 ,14,$658 ,$263 ,40%
Foot Locker,OFF-AR-10003481,Minneapolis,Women's Apparel,$36.00 ,53,"$1,908 ","$1,145 ",60%
Foot Locker,OFF-ST-10004180,Minneapolis,Men's Street Footwear,$48.00 ,116,"$5,568 ","$2,617 ",47%
Foot Locker,OFF-PA-10003657,Minneapolis,Men's Athletic Footwear,$44.00 ,44,"$1,936 ",$794 ,41%
Foot Locker,FUR-FU-10001967,Minneapolis,Women's Street Footwear,$37.00 ,38,"$1,406 ",$619 ,44%
Foot Locker,OFF-AP-10002082,Minneapolis,Women's Athletic Footwear,$36.00 ,13,$468 ,$229 ,49%
Foot Locker,OFF-SU-10000381,Minneapolis,Men's Apparel,$50.00 ,20,"$1,000 ",$410 ,41%
Foot Locker,OFF-LA-10002475,Minneapolis,Women's Apparel,$58.00 ,51,"$2,958 ","$1,745 ",59%
Foot Locker,FUR-FU-10003975,Minneapolis,Men's Street Footwear,$44.00 ,106,"$4,664 ","$2,285 ",49%
Foot Locker,OFF-BI-10003091,Minneapolis,Men's Athletic Footwear,$38.00 ,49,"$1,862 ",$763 ,41%
Foot Locker,OFF-ST-10002974,Minneapolis,Women's Street Footwear,$33.00 ,47,"$1,551 ",$698 ,45%
Foot Locker,OFF-AR-10000255,Minneapolis,Women's Athletic Footwear,$32.00 ,45,"$1,440 ",$677 ,47%
Foot Locker,TEC-AC-10001284,Minneapolis,Men's Apparel,$49.00 ,45,"$2,205 ",$926 ,42%
Foot Locker,OFF-BI-10003529,Minneapolis,Women's Apparel,$53.00 ,81,"$4,293 ","$2,404 ",56%
Foot Locker,OFF-PA-10000029,Minneapolis,Men's Street Footwear,$49.00 ,160,"$7,840 ","$3,685 ",47%
Foot Locker,FUR-FU-10002116,Minneapolis,Men's Athletic Footwear,$42.00 ,75,"$3,150 ","$1,418 ",45%
Foot Locker,TEC-PH-10002200,Minneapolis,Women's Street Footwear,$36.00 ,63,"$2,268 ",$953 ,42%
Foot Locker,TEC-PH-10000441,Minneapolis,Women's Athletic Footwear,$38.00 ,51,"$1,938 ",$930 ,48%
Foot Locker,FUR-TA-10002958,Minneapolis,Men's Apparel,$49.00 ,58,"$2,842 ","$1,165 ",41%
Foot Locker,OFF-AR-10001662,Minneapolis,Women's Apparel,$54.00 ,98,"$5,292 ","$2,911 ",55%
Foot Locker,OFF-PA-10004101,Minneapolis,Men's Street Footwear,$47.00 ,137,"$6,439 ","$3,026 ",47%
Foot Locker,OFF-ST-10002756,Minneapolis,Men's Athletic Footwear,$43.00 ,87,"$3,741 ","$1,534 ",41%
Foot Locker,OFF-PA-10000483,Minneapolis,Women's Street Footwear,$37.00 ,68,"$2,516 ","$1,006 ",40%
Foot Locker,FUR-TA-10002041,Minneapolis,Women's Athletic Footwear,$33.00 ,47,"$1,551 ",$760 ,49%
Foot Locker,OFF-AR-10001166,Minneapolis,Men's Apparel,$42.00 ,42,"$1,764 ",$723 ,41%
Foot Locker,OFF-LA-10004345,Minneapolis,Women's Apparel,$46.00 ,88,"$4,048 ","$2,307 ",57%
Foot Locker,OFF-BI-10002852,Minneapolis,Men's Street Footwear,$43.00 ,113,"$4,859 ","$2,332 ",48%
Foot Locker,OFF-AP-10001058,Minneapolis,Men's Athletic Footwear,$37.00 ,73,"$2,701 ","$1,215 ",45%
Foot Locker,OFF-ST-10003470,Minneapolis,Women's Street Footwear,$24.00 ,41,$984 ,$394 ,40%
Foot Locker,FUR-BO-10003159,Minneapolis,Women's Athletic Footwear,$24.00 ,31,$744 ,$342 ,46%
Foot Locker,OFF-BI-10003684,Minneapolis,Men's Apparel,$32.00 ,34,"$1,088 ",$479 ,44%
Foot Locker,TEC-AC-10000487,Minneapolis,Women's Apparel,$39.00 ,52,"$2,028 ","$1,156 ",57%
Foot Locker,OFF-PA-10001736,Minneapolis,Men's Street Footwear,$41.00 ,98,"$4,018 ","$1,888 ",47%
Foot Locker,OFF-PA-10001609,Minneapolis,Men's Athletic Footwear,$34.00 ,58,"$1,972 ",$848 ,43%
Foot Locker,TEC-AC-10003116,Minneapolis,Women's Street Footwear,$32.00 ,25,$800 ,$336 ,42%
Foot Locker,FUR-FU-10004586,Minneapolis,Women's Athletic Footwear,$32.00 ,21,$672 ,$309 ,46%
Foot Locker,FUR-CH-10000454,Minneapolis,Men's Apparel,$41.00 ,19,$779 ,$327 ,42%
Foot Locker,OFF-BI-10004970,Minneapolis,Women's Apparel,$49.00 ,60,"$2,940 ","$1,764 ",60%
Foot Locker,OFF-BI-10002824,Minneapolis,Men's Street Footwear,$46.00 ,91,"$4,186 ","$1,967 ",47%
Foot Locker,TEC-AC-10003657,Minneapolis,Men's Athletic Footwear,$38.00 ,52,"$1,976 ",$790 ,40%
Foot Locker,OFF-LA-10003510,Minneapolis,Women's Street Footwear,$36.00 ,38,"$1,368 ",$547 ,40%
Foot Locker,FUR-TA-10001676,Minneapolis,Women's Athletic Footwear,$38.00 ,45,"$1,710 ",$838 ,49%
Foot Locker,OFF-LA-10004853,Minneapolis,Men's Apparel,$52.00 ,34,"$1,768 ",$743 ,42%
Foot Locker,OFF-AR-10000315,Minneapolis,Women's Apparel,$59.00 ,61,"$3,599 ","$2,159 ",60%
Foot Locker,OFF-SU-10000381,Minneapolis,Men's Street Footwear,$50.00 ,124,"$6,200 ","$3,100 ",50%
Foot Locker,OFF-FA-10002763,Minneapolis,Men's Athletic Footwear,$42.00 ,77,"$3,234 ","$1,455 ",45%
Foot Locker,OFF-ST-10000877,Minneapolis,Women's Street Footwear,$44.00 ,56,"$2,464 ","$1,010 ",41%
Foot Locker,OFF-BI-10001071,Minneapolis,Women's Athletic Footwear,$44.00 ,49,"$2,156 ","$1,056 ",49%
Foot Locker,OFF-BI-10001097,Minneapolis,Men's Apparel,$54.00 ,44,"$2,376 ",$974 ,41%
Foot Locker,OFF-SU-10004782,Minneapolis,Women's Apparel,$54.00 ,77,"$4,158 ","$2,370 ",57%
Kohl's,FUR-FU-10000672,Minneapolis,Men's Street Footwear,$32.00 ,119,"$3,808 ","$2,209 ",58%
Kohl's,OFF-PA-10002986,Minneapolis,Men's Athletic Footwear,$43.00 ,128,"$5,504 ","$2,312 ",42%
Kohl's,TEC-MA-10001972,Minneapolis,Women's Street Footwear,$41.00 ,119,"$4,879 ","$2,879 ",59%
Kohl's,TEC-PH-10000169,Minneapolis,Women's Athletic Footwear,$44.00 ,98,"$4,312 ","$2,242 ",52%
Kohl's,FUR-CH-10001482,Billings,Men's Apparel,$47.00 ,77,"$3,619 ","$2,714 ",75%
Kohl's,TEC-AC-10002018,Billings,Women's Apparel,$43.00 ,138,"$5,934 ","$2,314 ",39%
Kohl's,OFF-BI-10000301,Billings,Men's Street Footwear,$34.00 ,158,"$5,372 ","$3,062 ",57%
Kohl's,OFF-PA-10004381,Billings,Men's Athletic Footwear,$42.00 ,123,"$5,166 ","$2,325 ",45%
Kohl's,OFF-BI-10004141,Billings,Women's Street Footwear,$43.00 ,122,"$5,246 ","$2,990 ",57%
Kohl's,OFF-BI-10001575,Billings,Women's Athletic Footwear,$44.00 ,81,"$3,564 ","$1,960 ",55%
Kohl's,TEC-PH-10000984,Billings,Men's Apparel,$48.00 ,59,"$2,832 ","$2,039 ",72%
Kohl's,OFF-BI-10000666,Billings,Women's Apparel,$43.00 ,119,"$5,117 ","$1,893 ",37%
Kohl's,OFF-BI-10003712,Billings,Men's Street Footwear,$32.00 ,173,"$5,536 ","$3,045 ",55%
Kohl's,OFF-LA-10003720,Billings,Men's Athletic Footwear,$41.00 ,115,"$4,715 ","$1,933 ",41%
Kohl's,OFF-SU-10001664,Billings,Women's Street Footwear,$42.00 ,128,"$5,376 ","$3,064 ",57%
Kohl's,OFF-EN-10001453,Billings,Women's Athletic Footwear,$44.00 ,91,"$4,004 ","$2,122 ",53%
Kohl's,OFF-AR-10001860,Billings,Men's Apparel,$48.00 ,60,"$2,880 ","$2,045 ",71%
Kohl's,OFF-AR-10001044,Billings,Women's Apparel,$42.00 ,112,"$4,704 ","$1,835 ",39%
Kohl's,TEC-AC-10002473,Billings,Men's Street Footwear,$44.00 ,161,"$7,084 ","$4,180 ",59%
Kohl's,TEC-PH-10001809,Billings,Men's Athletic Footwear,$43.00 ,101,"$4,343 ","$1,954 ",45%
Kohl's,OFF-PA-10004733,Billings,Women's Street Footwear,$44.00 ,120,"$5,280 ","$3,168 ",60%
Kohl's,OFF-BI-10003355,Billings,Women's Athletic Footwear,$36.00 ,78,"$2,808 ","$1,404 ",50%
Kohl's,OFF-SU-10001212,Billings,Men's Apparel,$44.00 ,56,"$2,464 ","$1,823 ",74%
Kohl's,TEC-PH-10000486,Billings,Women's Apparel,$55.00 ,101,"$5,555 ","$2,166 ",39%
Kohl's,FUR-FU-10004909,Billings,Men's Street Footwear,$39.00 ,150,"$5,850 ","$3,335 ",57%
Kohl's,OFF-LA-10001613,Billings,Men's Athletic Footwear,$41.00 ,106,"$4,346 ","$1,912 ",44%
Kohl's,TEC-PH-10004447,Billings,Women's Street Footwear,$44.00 ,111,"$4,884 ","$2,686 ",55%
Kohl's,OFF-AR-10000255,Billings,Women's Athletic Footwear,$38.00 ,88,"$3,344 ","$1,772 ",53%
Kohl's,OFF-LA-10004425,Billings,Men's Apparel,$41.00 ,61,"$2,501 ","$1,851 ",74%
Kohl's,OFF-SU-10001664,Billings,Women's Apparel,$59.00 ,108,"$6,372 ","$2,421 ",38%
Kohl's,OFF-AP-10000696,Billings,Men's Street Footwear,$36.00 ,169,"$6,084 ","$3,590 ",59%
Kohl's,FUR-CH-10002647,Billings,Men's Athletic Footwear,$42.00 ,147,"$6,174 ","$2,531 ",41%
Kohl's,FUR-CH-10002758,Billings,Women's Street Footwear,$44.00 ,165,"$7,260 ","$3,993 ",55%
Kohl's,OFF-BI-10000201,Billings,Women's Athletic Footwear,$38.00 ,106,"$4,028 ","$2,135 ",53%
Kohl's,OFF-SU-10004115,Billings,Men's Apparel,$41.00 ,75,"$3,075 ","$2,276 ",74%
Kohl's,OFF-PA-10000806,Billings,Women's Apparel,$55.00 ,150,"$8,250 ","$2,970 ",36%
Kohl's,OFF-AR-10001473,Billings,Men's Street Footwear,$37.00 ,203,"$7,511 ","$4,431 ",59%
Kohl's,FUR-BO-10003450,Billings,Men's Athletic Footwear,$41.00 ,156,"$6,396 ","$2,750 ",43%
Kohl's,OFF-AR-10001545,Billings,Women's Street Footwear,$44.00 ,143,"$6,292 ","$3,712 ",59%
Kohl's,TEC-AC-10004396,Billings,Women's Athletic Footwear,$36.00 ,113,"$4,068 ","$2,156 ",53%
Kohl's,FUR-FU-10002456,Billings,Men's Apparel,$42.00 ,124,"$5,208 ","$3,646 ",70%
Kohl's,FUR-FU-10001473,Billings,Women's Apparel,$58.00 ,143,"$8,294 ","$2,903 ",35%
Kohl's,FUR-TA-10000849,Billings,Men's Street Footwear,$42.00 ,203,"$8,526 ","$4,945 ",58%
Kohl's,OFF-PA-10001166,Billings,Men's Athletic Footwear,$54.00 ,188,"$10,152 ","$4,365 ",43%
Kohl's,OFF-PA-10003256,Billings,Women's Street Footwear,$49.00 ,130,"$6,370 ","$3,758 ",59%
Kohl's,OFF-PA-10002870,Billings,Women's Athletic Footwear,$41.00 ,106,"$4,346 ","$2,347 ",54%
Kohl's,FUR-FU-10001215,Billings,Men's Apparel,$52.00 ,106,"$5,512 ","$3,858 ",70%
Kohl's,OFF-BI-10004187,Billings,Women's Apparel,$56.00 ,112,"$6,272 ","$2,383 ",38%
Kohl's,OFF-BI-10001718,Billings,Men's Street Footwear,$41.00 ,180,"$7,380 ","$4,280 ",58%
Kohl's,OFF-PA-10004983,Billings,Men's Athletic Footwear,$48.00 ,156,"$7,488 ","$3,295 ",44%
Kohl's,FUR-FU-10002396,Billings,Women's Street Footwear,$42.00 ,117,"$4,914 ","$2,752 ",56%
Kohl's,TEC-PH-10003988,Billings,Women's Athletic Footwear,$41.00 ,116,"$4,756 ","$2,616 ",55%
Kohl's,OFF-AR-10002467,Billings,Men's Apparel,$50.00 ,100,"$5,000 ","$3,650 ",73%
Kohl's,OFF-BI-10004002,Billings,Women's Apparel,$59.00 ,122,"$7,198 ","$2,879 ",40%
Kohl's,OFF-BI-10002309,Billings,Men's Street Footwear,$44.00 ,160,"$7,040 ","$3,942 ",56%
Kohl's,TEC-PH-10003885,Billings,Men's Athletic Footwear,$49.00 ,160,"$7,840 ","$3,371 ",43%
Kohl's,FUR-FU-10002501,Billings,Women's Street Footwear,$41.00 ,116,"$4,756 ","$2,711 ",57%
Kohl's,OFF-PA-10000176,Billings,Women's Athletic Footwear,$44.00 ,105,"$4,620 ","$2,402 ",52%
Kohl's,OFF-PA-10000327,Billings,Men's Apparel,$54.00 ,98,"$5,292 ","$3,969 ",75%
Kohl's,OFF-ST-10004634,Billings,Women's Apparel,$58.00 ,108,"$6,264 ","$2,443 ",39%
Kohl's,OFF-EN-10003040,Billings,Men's Street Footwear,$38.00 ,167,"$6,346 ","$3,744 ",59%
Kohl's,OFF-PA-10003228,Billings,Men's Athletic Footwear,$42.00 ,173,"$7,266 ","$2,979 ",41%
Kohl's,TEC-PH-10004345,Billings,Women's Street Footwear,$37.00 ,123,"$4,551 ","$2,594 ",57%
Kohl's,FUR-CH-10000785,Billings,Women's Athletic Footwear,$39.00 ,119,"$4,641 ","$2,553 ",55%
Kohl's,TEC-CO-10004115,Billings,Men's Apparel,$51.00 ,113,"$5,763 ","$4,265 ",74%
Kohl's,FUR-FU-10002813,Billings,Women's Apparel,$56.00 ,133,"$7,448 ","$2,830 ",38%
Kohl's,OFF-PA-10002751,Billings,Men's Street Footwear,$41.00 ,196,"$8,036 ","$4,500 ",56%
Kohl's,OFF-PA-10004569,Billings,Men's Athletic Footwear,$45.00 ,182,"$8,190 ","$3,522 ",43%
Kohl's,OFF-AP-10002998,Billings,Women's Street Footwear,$42.00 ,133,"$5,586 ","$3,352 ",60%
Kohl's,OFF-AP-10003287,Billings,Women's Athletic Footwear,$43.00 ,143,"$6,149 ","$3,136 ",51%
Kohl's,OFF-ST-10001370,Billings,Men's Apparel,$53.00 ,120,"$6,360 ","$4,643 ",73%
Kohl's,OFF-BI-10004040,Billings,Women's Apparel,$55.00 ,130,"$7,150 ","$2,860 ",40%
Sports Direct,OFF-AP-10002651,Billings,Men's Street Footwear,$18.00 ,210,"$3,780 ","$1,890 ",50%
Sports Direct,TEC-AC-10002402,Billings,Men's Athletic Footwear,$29.00 ,182,"$5,278 ","$2,428 ",46%
Sports Direct,OFF-BI-10001658,Billings,Women's Street Footwear,$27.00 ,130,"$3,510 ","$1,580 ",45%
Sports Direct,TEC-MA-10000752,Billings,Women's Athletic Footwear,$32.00 ,135,"$4,320 ","$2,462 ",57%
Sports Direct,FUR-CH-10003817,Knoxville,Men's Apparel,$39.00 ,95,"$3,705 ","$1,482 ",40%
Sports Direct,FUR-FU-10001876,Knoxville,Women's Apparel,$33.00 ,125,"$4,125 ","$2,681 ",65%
Sports Direct,OFF-BI-10003460,Knoxville,Men's Street Footwear,$24.00 ,169,"$4,056 ","$2,028 ",50%
Sports Direct,OFF-ST-10000464,Knoxville,Men's Athletic Footwear,$33.00 ,181,"$5,973 ","$2,867 ",48%
Sports Direct,OFF-AR-10001919,Knoxville,Women's Street Footwear,$32.00 ,122,"$3,904 ","$1,874 ",48%
Sports Direct,OFF-BI-10002393,Knoxville,Women's Athletic Footwear,$33.00 ,108,"$3,564 ","$2,138 ",60%
Sports Direct,OFF-AP-10001293,Knoxville,Men's Apparel,$37.00 ,83,"$3,071 ","$1,259 ",41%
Sports Direct,OFF-ST-10004258,Knoxville,Women's Apparel,$32.00 ,133,"$4,256 ","$2,724 ",64%
Sports Direct,OFF-ST-10002214,Knoxville,Men's Street Footwear,$27.00 ,189,"$5,103 ","$2,603 ",51%
Sports Direct,OFF-BI-10004970,Knoxville,Men's Athletic Footwear,$37.00 ,163,"$6,031 ","$3,136 ",52%
Sports Direct,OFF-BI-10002571,Knoxville,Women's Street Footwear,$28.00 ,124,"$3,472 ","$1,910 ",55%
Sports Direct,OFF-PA-10002581,Knoxville,Women's Athletic Footwear,$33.00 ,101,"$3,333 ","$2,133 ",64%
Sports Direct,OFF-BI-10001097,Knoxville,Men's Apparel,$39.00 ,69,"$2,691 ","$1,265 ",47%
Sports Direct,OFF-BI-10003429,Knoxville,Women's Apparel,$33.00 ,111,"$3,663 ","$2,418 ",66%
Sports Direct,OFF-PA-10000682,Knoxville,Men's Street Footwear,$19.00 ,169,"$3,211 ","$1,606 ",50%
Sports Direct,TEC-PH-10001700,Knoxville,Men's Athletic Footwear,$24.00 ,176,"$4,224 ","$2,154 ",51%
Sports Direct,FUR-FU-10000629,Knoxville,Women's Street Footwear,$19.00 ,135,"$2,565 ","$1,411 ",55%
Sports Direct,OFF-BI-10001267,Knoxville,Women's Athletic Footwear,$23.00 ,112,"$2,576 ","$1,674 ",65%
Sports Direct,OFF-ST-10001418,Knoxville,Men's Apparel,$28.00 ,84,"$2,352 ","$1,058 ",45%
